1	1962	01	07	1	11	20	33	35	37	nA	Sonntag
2	1962	01	14	9	12	19	22	26	27	nA	Sonntag
3	1962	01	21	3	5	33	37	45	47	nA	Sonntag
4	1962	01	28	5	20	37	41	48	49	nA	Sonntag
5	1962	02	04	7	17	25	26	33	44	nA	Sonntag
6	1962	02	11	9	18	23	27	29	40	nA	Sonntag
7	1962	02	18	14	28	31	33	39	42	nA	Sonntag
8	1962	02	25	9	11	29	32	36	38	nA	Sonntag
9	1962	03	04	2	17	19	25	45	48	nA	Sonntag
10	1962	03	11	4	19	21	33	43	45	nA	Sonntag
11	1962	03	18	1	12	14	16	21	22	nA	Sonntag
12	1962	03	25	24	25	27	38	44	45	nA	Sonntag
13	1962	04	01	10	12	26	28	32	35	nA	Sonntag
14	1962	04	08	4	9	10	25	27	32	nA	Sonntag
15	1962	04	15	4	24	37	39	44	46	nA	Sonntag
16	1962	04	23	7	29	35	36	39	42	nA	Montag
17	1962	04	29	21	27	34	45	48	49	nA	Sonntag
18	1962	05	06	12	13	17	28	44	47	nA	Sonntag
19	1962	05	13	3	4	10	34	40	47	nA	Sonntag
20	1962	05	20	1	19	26	27	32	48	nA	Sonntag
21	1962	05	27	2	3	11	25	27	35	nA	Sonntag
22	1962	06	03	15	19	22	25	31	33	nA	Sonntag
23	1962	06	11	13	19	23	29	36	38	nA	Montag
24	1962	06	17	2	13	23	25	27	34	nA	Sonntag
25	1962	06	24	6	10	15	18	30	48	nA	Sonntag
26	1962	07	01	10	14	17	32	33	36	nA	Sonntag
27	1962	07	08	10	13	15	16	24	46	nA	Sonntag
28	1962	07	15	9	13	28	35	46	47	nA	Sonntag
29	1962	07	22	2	6	11	12	38	40	nA	Sonntag
30	1962	07	29	1	4	14	26	44	48	nA	Sonntag
31	1962	08	05	6	33	35	39	45	47	nA	Sonntag
32	1962	08	12	3	8	17	19	43	48	nA	Sonntag
33	1962	08	19	10	11	23	30	41	44	nA	Sonntag
34	1962	08	26	6	18	26	32	35	48	nA	Sonntag
35	1962	09	02	7	8	12	23	39	44	nA	Sonntag
36	1962	09	09	8	9	14	28	37	47	nA	Sonntag
37	1962	09	16	5	15	21	22	36	39	nA	Sonntag
38	1962	09	23	14	22	34	38	40	48	nA	Sonntag
39	1962	09	30	6	7	13	16	36	48	nA	Sonntag
40	1962	10	07	2	25	30	32	38	49	nA	Sonntag
41	1962	10	14	6	7	9	15	20	25	nA	Sonntag
42	1962	10	21	1	2	11	27	41	46	nA	Sonntag
43	1962	10	28	10	16	24	25	47	49	nA	Sonntag
44	1962	11	04	14	18	19	26	31	41	nA	Sonntag
45	1962	11	11	6	9	10	22	41	46	nA	Sonntag
46	1962	11	18	1	4	11	19	35	43	nA	Sonntag
47	1962	11	25	18	22	28	44	48	49	nA	Sonntag
48	1962	12	02	15	16	17	29	32	42	nA	Sonntag
49	1962	12	09	3	21	37	42	46	47	nA	Sonntag
50	1962	12	16	6	7	15	33	42	47	nA	Sonntag
51	1962	12	23	20	27	32	37	43	48	nA	Sonntag
52	1962	12	30	1	15	21	23	24	37	nA	Sonntag
1	1963	01	06	4	6	16	20	23	30	nA	Sonntag
2	1963	01	13	1	14	25	26	38	41	nA	Sonntag
3	1963	01	20	4	13	19	33	43	46	nA	Sonntag
4	1963	01	27	11	14	30	37	46	48	nA	Sonntag
5	1963	02	03	15	16	18	27	31	36	nA	Sonntag
6	1963	02	10	10	11	13	25	26	30	nA	Sonntag
7	1963	02	17	9	35	42	43	44	46	nA	Sonntag
8	1963	02	24	11	13	15	17	41	45	nA	Sonntag
9	1963	03	03	9	11	22	26	35	39	nA	Sonntag
10	1963	03	10	8	19	26	27	41	47	nA	Sonntag
11	1963	03	17	11	12	21	39	41	44	nA	Sonntag
12	1963	03	24	10	18	25	45	48	49	nA	Sonntag
13	1963	03	31	1	10	18	25	27	29	nA	Sonntag
14	1963	04	07	1	2	6	23	38	44	nA	Sonntag
15	1963	04	15	5	18	25	32	40	45	nA	Montag
16	1963	04	21	2	20	27	31	37	49	nA	Sonntag
17	1963	04	28	28	34	36	43	46	48	nA	Sonntag
18	1963	05	05	7	11	17	19	26	36	nA	Sonntag
19	1963	05	12	3	6	20	27	30	35	nA	Sonntag
20	1963	05	19	4	5	10	11	21	34	nA	Sonntag
21	1963	05	26	28	31	34	37	42	46	nA	Sonntag
22	1963	06	03	6	12	20	38	44	49	nA	Montag
23	1963	06	09	11	15	27	30	31	39	nA	Sonntag
24	1963	06	16	5	19	22	23	35	38	nA	Sonntag
25	1963	06	23	7	24	35	36	43	47	nA	Sonntag
26	1963	06	30	3	17	19	29	40	46	nA	Sonntag
27	1963	07	07	6	12	22	31	48	49	nA	Sonntag
28	1963	07	14	1	23	24	30	37	38	nA	Sonntag
29	1963	07	21	7	12	19	24	31	32	nA	Sonntag
30	1963	07	28	4	8	28	30	40	44	nA	Sonntag
31	1963	08	04	17	23	30	31	38	48	nA	Sonntag
32	1963	08	11	2	8	19	20	23	37	nA	Sonntag
33	1963	08	18	6	9	11	36	37	45	nA	Sonntag
34	1963	08	25	4	8	22	24	26	38	nA	Sonntag
35	1963	09	01	7	26	30	34	38	40	nA	Sonntag
36	1963	09	08	23	26	30	34	44	48	nA	Sonntag
37	1963	09	15	14	19	21	28	44	46	nA	Sonntag
38	1963	09	22	11	14	17	23	29	45	nA	Sonntag
39	1963	09	29	2	3	11	29	37	46	nA	Sonntag
40	1963	10	06	1	7	11	28	39	40	nA	Sonntag
41	1963	10	13	18	19	32	34	35	43	nA	Sonntag
42	1963	10	20	3	4	12	26	30	32	nA	Sonntag
43	1963	10	27	3	10	11	21	26	43	nA	Sonntag
44	1963	11	03	5	17	23	33	34	38	nA	Sonntag
45	1963	11	10	4	14	18	25	31	38	nA	Sonntag
46	1963	11	17	13	24	28	31	32	40	nA	Sonntag
47	1963	11	24	7	10	17	30	36	40	nA	Sonntag
48	1963	12	01	14	15	27	32	37	45	nA	Sonntag
49	1963	12	08	7	20	22	24	33	37	nA	Sonntag
50	1963	12	15	1	7	9	19	31	36	nA	Sonntag
51	1963	12	22	2	12	16	21	29	37	nA	Sonntag
52	1963	12	29	5	6	9	16	29	36	nA	Sonntag
1	1964	01	05	16	34	38	40	42	43	nA	Sonntag
2	1964	01	12	1	8	21	28	38	42	nA	Sonntag
3	1964	01	19	6	28	32	34	47	48	nA	Sonntag
4	1964	01	26	7	14	17	30	36	43	nA	Sonntag
5	1964	02	02	2	3	11	21	26	46	nA	Sonntag
6	1964	02	09	7	10	18	25	29	32	nA	Sonntag
7	1964	02	16	7	21	22	28	39	47	nA	Sonntag
8	1964	02	23	2	16	21	26	32	47	nA	Sonntag
9	1964	03	01	3	15	23	35	37	44	nA	Sonntag
10	1964	03	08	1	16	26	32	35	41	nA	Sonntag
11	1964	03	15	10	16	17	25	31	43	nA	Sonntag
12	1964	03	22	2	9	10	13	24	39	nA	Sonntag
13	1964	03	30	18	22	25	36	41	47	nA	Montag
14	1964	04	05	1	23	24	28	30	42	nA	Sonntag
15	1964	04	12	13	15	25	32	42	48	nA	Sonntag
16	1964	04	19	10	21	23	37	39	41	nA	Sonntag
17	1964	04	26	19	28	38	39	40	46	nA	Sonntag
18	1964	05	03	4	5	9	43	47	49	nA	Sonntag
19	1964	05	10	11	12	19	32	34	48	nA	Sonntag
20	1964	05	18	5	9	33	35	42	48	nA	Montag
21	1964	05	24	6	11	13	31	34	43	nA	Sonntag
22	1964	05	31	1	21	22	38	45	49	nA	Sonntag
23	1964	06	07	4	5	9	32	37	45	nA	Sonntag
24	1964	06	14	1	22	23	29	39	49	nA	Sonntag
25	1964	06	21	14	27	33	37	39	48	nA	Sonntag
26	1964	06	28	5	10	11	22	27	37	nA	Sonntag
27	1964	07	05	10	12	13	22	23	49	nA	Sonntag
28	1964	07	12	1	18	35	36	47	49	nA	Sonntag
29	1964	07	19	3	12	24	37	38	46	nA	Sonntag
30	1964	07	26	31	34	37	41	44	48	nA	Sonntag
31	1964	08	02	16	34	36	40	45	47	nA	Sonntag
32	1964	08	09	9	16	34	36	38	41	nA	Sonntag
33	1964	08	16	6	14	23	36	45	46	nA	Sonntag
34	1964	08	23	12	16	20	32	37	45	nA	Sonntag
35	1964	08	30	4	17	31	35	36	40	nA	Sonntag
36	1964	09	06	34	36	38	41	43	45	nA	Sonntag
37	1964	09	13	1	4	6	20	24	27	nA	Sonntag
38	1964	09	20	18	21	32	39	42	43	nA	Sonntag
39	1964	09	27	9	22	26	29	41	42	nA	Sonntag
40	1964	10	04	8	20	25	35	46	47	nA	Sonntag
41	1964	10	11	2	23	34	38	42	46	nA	Sonntag
42	1964	10	18	1	6	17	33	34	44	nA	Sonntag
43	1964	10	25	14	16	18	19	29	39	nA	Sonntag
44	1964	11	01	1	14	22	30	36	40	nA	Sonntag
45	1964	11	08	2	18	21	26	32	41	nA	Sonntag
46	1964	11	15	3	9	23	24	33	38	nA	Sonntag
47	1964	11	22	5	9	22	33	39	46	nA	Sonntag
48	1964	11	29	5	11	17	31	32	40	nA	Sonntag
49	1964	12	06	2	4	8	23	33	45	nA	Sonntag
50	1964	12	13	10	17	28	30	36	49	nA	Sonntag
51	1964	12	20	15	20	29	30	39	46	nA	Sonntag
52	1964	12	27	15	16	21	35	37	47	nA	Sonntag
1	1965	01	03	7	13	23	25	33	43	nA	Sonntag
2	1965	01	10	4	8	10	12	15	35	nA	Sonntag
3	1965	01	17	7	9	17	18	27	47	nA	Sonntag
4	1965	01	24	13	18	24	31	38	46	nA	Sonntag
5	1965	01	31	10	26	29	32	34	42	nA	Sonntag
6	1965	02	07	5	8	13	23	29	49	nA	Sonntag
7	1965	02	14	3	13	33	37	42	47	nA	Sonntag
8	1965	02	21	6	9	28	36	46	49	nA	Sonntag
9	1965	02	28	8	15	18	27	30	35	nA	Sonntag
10	1965	03	07	14	18	27	33	38	42	nA	Sonntag
11	1965	03	14	3	4	19	34	43	49	nA	Sonntag
12	1965	03	21	9	29	33	39	43	45	nA	Sonntag
13	1965	03	28	9	13	16	34	36	37	nA	Sonntag
14	1965	04	04	6	15	27	28	34	46	nA	Sonntag
15	1965	04	11	2	4	16	23	26	30	nA	Sonntag
16	1965	04	19	1	2	3	5	47	48	nA	Montag
17	1965	04	25	1	14	22	27	30	42	nA	Sonntag
18	1965	05	02	10	23	31	34	45	49	nA	Sonntag
19	1965	05	09	4	29	31	36	37	49	nA	Sonntag
20	1965	05	16	11	12	21	37	41	47	nA	Sonntag
21	1965	05	23	2	23	27	31	39	45	nA	Sonntag
22	1965	05	30	4	9	11	24	29	31	nA	Sonntag
23	1965	06	07	1	5	15	29	33	38	nA	Montag
24	1965	06	13	6	12	15	23	27	47	nA	Sonntag
25	1965	06	20	3	16	20	21	29	32	nA	Sonntag
26	1965	06	27	3	24	37	38	47	49	nA	Sonntag
27	1965	07	04	8	12	17	19	21	25	nA	Sonntag
28	1965	07	11	9	10	17	33	46	47	nA	Sonntag
29	1965	07	18	7	9	15	25	38	46	nA	Sonntag
30	1965	07	25	4	19	20	27	32	40	nA	Sonntag
31	1965	08	01	8	13	17	31	41	44	nA	Sonntag
32	1965	08	08	19	22	31	32	44	48	nA	Sonntag
33	1965	08	15	3	5	12	25	32	48	nA	Sonntag
34	1965	08	22	3	4	6	12	21	43	nA	Sonntag
35	1965	08	29	2	16	17	38	39	44	nA	Sonntag
36	1965	09	04	13	21	35	36	45	46	nA	Samstag
37	1965	09	11	13	19	21	25	31	37	nA	Samstag
38	1965	09	18	8	31	37	38	42	43	nA	Samstag
39	1965	09	25	4	8	15	17	44	48	nA	Samstag
40	1965	10	02	2	11	17	33	34	38	nA	Samstag
41	1965	10	09	12	15	22	24	32	34	nA	Samstag
42	1965	10	16	6	9	22	31	35	36	nA	Samstag
43	1965	10	23	2	15	24	32	39	44	nA	Samstag
44	1965	10	30	6	9	18	26	46	48	nA	Samstag
45	1965	11	06	2	5	18	23	40	47	nA	Samstag
46	1965	11	13	6	14	35	43	44	46	nA	Samstag
47	1965	11	20	6	17	20	36	45	48	nA	Samstag
48	1965	11	27	8	21	24	27	42	44	nA	Samstag
49	1965	12	04	1	12	13	14	33	48	nA	Samstag
50	1965	12	11	10	15	32	41	42	48	nA	Samstag
51	1965	12	18	11	20	23	29	33	48	nA	Samstag
52	1965	12	25	5	21	25	35	36	48	nA	Samstag
1	1966	01	01	6	20	24	30	39	47	nA	Samstag
2	1966	01	08	5	9	10	20	37	46	nA	Samstag
3	1966	01	15	8	19	28	36	39	40	nA	Samstag
4	1966	01	22	5	25	30	36	38	49	nA	Samstag
5	1966	01	29	5	8	29	32	39	47	nA	Samstag
6	1966	02	05	1	2	8	19	26	39	nA	Samstag
7	1966	02	12	19	33	34	41	42	46	nA	Samstag
8	1966	02	19	3	7	18	39	44	47	nA	Samstag
9	1966	02	26	9	24	29	30	34	45	nA	Samstag
10	1966	03	05	7	10	16	24	29	44	nA	Samstag
11	1966	03	12	28	29	30	34	44	46	nA	Samstag
12	1966	03	19	8	14	19	38	41	43	nA	Samstag
13	1966	03	26	5	22	27	30	40	44	nA	Samstag
14	1966	04	02	2	6	21	29	37	39	nA	Samstag
15	1966	04	09	15	25	26	28	39	41	nA	Samstag
16	1966	04	16	6	15	20	26	28	30	nA	Samstag
17	1966	04	23	19	26	36	40	41	42	nA	Samstag
18	1966	04	30	8	21	34	35	39	43	nA	Samstag
19	1966	05	07	1	4	8	19	31	39	nA	Samstag
20	1966	05	14	5	9	20	22	36	49	nA	Samstag
21	1966	05	21	5	17	30	35	45	49	nA	Samstag
22	1966	05	28	9	31	36	37	40	45	nA	Samstag
23	1966	06	04	4	8	23	31	45	48	nA	Samstag
24	1966	06	11	2	3	6	12	19	22	nA	Samstag
25	1966	06	18	4	5	20	27	33	45	nA	Samstag
26	1966	06	25	17	18	21	24	33	34	nA	Samstag
27	1966	07	02	19	28	33	36	38	46	nA	Samstag
28	1966	07	09	15	21	28	36	37	42	nA	Samstag
29	1966	07	16	11	22	39	41	43	49	nA	Samstag
30	1966	07	23	5	10	12	26	33	47	nA	Samstag
31	1966	07	30	4	10	12	32	37	41	nA	Samstag
32	1966	08	06	1	7	23	38	40	49	nA	Samstag
33	1966	08	13	3	23	24	27	34	40	nA	Samstag
34	1966	08	20	5	10	30	38	45	47	nA	Samstag
35	1966	08	27	5	12	18	25	40	48	nA	Samstag
36	1966	09	03	6	12	21	33	42	43	nA	Samstag
37	1966	09	10	16	21	27	28	34	49	nA	Samstag
38	1966	09	17	14	21	24	28	38	48	nA	Samstag
39	1966	09	24	1	14	16	26	35	44	nA	Samstag
40	1966	10	01	10	14	16	21	23	45	nA	Samstag
41	1966	10	08	13	28	31	33	34	35	nA	Samstag
42	1966	10	15	4	20	28	35	40	44	nA	Samstag
43	1966	10	22	1	6	13	17	42	44	nA	Samstag
44	1966	10	29	29	35	37	39	42	44	nA	Samstag
45	1966	11	05	11	18	25	42	43	46	nA	Samstag
46	1966	11	12	1	13	16	27	33	49	nA	Samstag
47	1966	11	19	8	18	22	27	29	45	nA	Samstag
