1	1976	01	03	"09"	"11"	"21"	"25"	"37"	"44"	nA	"091121253744"	Samstag
2	1976	01	10	"03"	"11"	"16"	"28"	"39"	"49"	nA	"031116283949"	Samstag
3	1976	01	17	"09"	"10"	"29"	"41"	"46"	"47"	nA	"091029414647"	Samstag
4	1976	01	24	"06"	"13"	"22"	"38"	"41"	"45"	nA	"061322384145"	Samstag
5	1976	01	31	"04"	"24"	"29"	"32"	"34"	"43"	nA	"042429323443"	Samstag
6	1976	02	07	"01"	"03"	"07"	"32"	"41"	"46"	nA	"010307324146"	Samstag
7	1976	02	14	"10"	"11"	"13"	"15"	"18"	"30"	nA	"101113151830"	Samstag
8	1976	02	21	"09"	"17"	"20"	"23"	"24"	"31"	nA	"091720232431"	Samstag
9	1976	02	28	"08"	"30"	"32"	"40"	"44"	"48"	nA	"083032404448"	Samstag
10	1976	03	06	"01"	"10"	"13"	"26"	"38"	"46"	nA	"011013263846"	Samstag
11	1976	03	13	"01"	"09"	"12"	"30"	"41"	"45"	nA	"010912304145"	Samstag
12	1976	03	20	"04"	"08"	"26"	"29"	"32"	"43"	nA	"040826293243"	Samstag
13	1976	03	27	"17"	"23"	"25"	"29"	"42"	"44"	nA	"172325294244"	Samstag
14	1976	04	03	"02"	"10"	"11"	"13"	"40"	"41"	nA	"021011134041"	Samstag
15	1976	04	10	"05"	"08"	"12"	"15"	"21"	"48"	nA	"050812152148"	Samstag
16	1976	04	17	"01"	"20"	"23"	"36"	"41"	"42"	nA	"012023364142"	Samstag
17	1976	04	24	"05"	"19"	"21"	"23"	"41"	"46"	nA	"051921234146"	Samstag
18	1976	05	01	"20"	"26"	"29"	"42"	"45"	"48"	nA	"202629424548"	Samstag
19	1976	05	08	"01"	"09"	"10"	"28"	"46"	"49"	nA	"010910284649"	Samstag
20	1976	05	15	"02"	"05"	"22"	"43"	"44"	"45"	nA	"020522434445"	Samstag
21	1976	05	22	"09"	"17"	"18"	"37"	"43"	"48"	nA	"091718374348"	Samstag
22	1976	05	29	"12"	"15"	"17"	"25"	"32"	"41"	nA	"121517253241"	Samstag
23	1976	06	05	"01"	"06"	"20"	"33"	"45"	"46"	nA	"010620334546"	Samstag
24	1976	06	12	"05"	"11"	"13"	"29"	"35"	"47"	nA	"051113293547"	Samstag
25	1976	06	19	"02"	"07"	"23"	"34"	"41"	"47"	nA	"020723344147"	Samstag
26	1976	06	26	"07"	"19"	"20"	"24"	"25"	"35"	nA	"071920242535"	Samstag
27	1976	07	03	"03"	"14"	"15"	"17"	"32"	"47"	nA	"031415173247"	Samstag
28	1976	07	10	"05"	"06"	"12"	"15"	"32"	"33"	nA	"050612153233"	Samstag
29	1976	07	17	"05"	"09"	"12"	"26"	"38"	"46"	nA	"050912263846"	Samstag
30	1976	07	24	"05"	"20"	"25"	"26"	"27"	"41"	nA	"052025262741"	Samstag
31	1976	07	31	"26"	"28"	"31"	"42"	"43"	"44"	nA	"262831424344"	Samstag
32	1976	08	07	"05"	"16"	"21"	"33"	"35"	"40"	nA	"051621333540"	Samstag
33	1976	08	14	"02"	"06"	"16"	"26"	"30"	"39"	nA	"020616263039"	Samstag
34	1976	08	21	"07"	"11"	"19"	"20"	"26"	"37"	nA	"071119202637"	Samstag
35	1976	08	28	"04"	"06"	"08"	"09"	"29"	"43"	nA	"040608092943"	Samstag
36	1976	09	04	"06"	"16"	"17"	"19"	"28"	"30"	nA	"061617192830"	Samstag
37	1976	09	11	"09"	"11"	"12"	"20"	"37"	"49"	nA	"091112203749"	Samstag
38	1976	09	18	"03"	"06"	"11"	"24"	"32"	"40"	nA	"030611243240"	Samstag
39	1976	09	25	"09"	"23"	"28"	"32"	"44"	"46"	nA	"092328324446"	Samstag
40	1976	10	02	"03"	"16"	"37"	"39"	"47"	"48"	nA	"031637394748"	Samstag
41	1976	10	09	"06"	"09"	"19"	"24"	"35"	"39"	nA	"060919243539"	Samstag
42	1976	10	16	"01"	"02"	"23"	"33"	"34"	"47"	nA	"010223333447"	Samstag
43	1976	10	23	"08"	"15"	"22"	"30"	"38"	"40"	nA	"081522303840"	Samstag
44	1976	10	30	"02"	"07"	"16"	"38"	"43"	"47"	nA	"020716384347"	Samstag
45	1976	11	06	"03"	"08"	"10"	"15"	"17"	"30"	nA	"030810151730"	Samstag
46	1976	11	13	"02"	"08"	"11"	"17"	"25"	"45"	nA	"020811172545"	Samstag
47	1976	11	20	"07"	"14"	"25"	"29"	"36"	"49"	nA	"071425293649"	Samstag
48	1976	11	27	"03"	"13"	"18"	"35"	"40"	"43"	nA	"031318354043"	Samstag
49	1976	12	04	"03"	"06"	"29"	"35"	"38"	"47"	nA	"030629353847"	Samstag
50	1976	12	11	"01"	"02"	"15"	"28"	"32"	"44"	nA	"010215283244"	Samstag
51	1976	12	18	"02"	"23"	"25"	"38"	"45"	"46"	nA	"022325384546"	Samstag
52	1976	12	25	"12"	"16"	"25"	"38"	"43"	"44"	nA	"121625384344"	Samstag
1	1977	01	01	"23"	"24"	"25"	"31"	"36"	"39"	nA	"232425313639"	Samstag
2	1977	01	08	"02"	"07"	"13"	"30"	"31"	"33"	nA	"020713303133"	Samstag
3	1977	01	15	"16"	"24"	"38"	"39"	"44"	"46"	nA	"162438394446"	Samstag
4	1977	01	22	"02"	"03"	"12"	"16"	"19"	"38"	nA	"020312161938"	Samstag
5	1977	01	29	"02"	"07"	"09"	"16"	"20"	"40"	nA	"020709162040"	Samstag
6	1977	02	05	"04"	"08"	"09"	"23"	"37"	"42"	nA	"040809233742"	Samstag
7	1977	02	12	"19"	"23"	"24"	"25"	"37"	"43"	nA	"192324253743"	Samstag
8	1977	02	19	"05"	"09"	"10"	"15"	"16"	"31"	nA	"050910151631"	Samstag
9	1977	02	26	"02"	"20"	"34"	"37"	"44"	"49"	nA	"022034374449"	Samstag
10	1977	03	05	"09"	"10"	"34"	"39"	"40"	"49"	nA	"091034394049"	Samstag
11	1977	03	12	"08"	"09"	"10"	"16"	"33"	"46"	nA	"080910163346"	Samstag
12	1977	03	19	"15"	"19"	"21"	"22"	"31"	"49"	nA	"151921223149"	Samstag
13	1977	03	26	"09"	"13"	"14"	"20"	"36"	"44"	nA	"091314203644"	Samstag
14	1977	04	02	"03"	"05"	"17"	"18"	"34"	"47"	nA	"030517183447"	Samstag
15	1977	04	09	"03"	"27"	"29"	"41"	"45"	"49"	nA	"032729414549"	Samstag
16	1977	04	16	"05"	"20"	"25"	"39"	"48"	"49"	nA	"052025394849"	Samstag
17	1977	04	23	"16"	"17"	"26"	"30"	"41"	"43"	nA	"161726304143"	Samstag
18	1977	04	30	"01"	"08"	"12"	"15"	"27"	"34"	nA	"010812152734"	Samstag
19	1977	05	07	"05"	"16"	"17"	"20"	"24"	"35"	nA	"051617202435"	Samstag
20	1977	05	14	"15"	"25"	"31"	"36"	"37"	"41"	nA	"152531363741"	Samstag
