1	1955	10	09	3	12	13	16	23	41	nA	Sonntag
2	1955	10	16	3	12	18	30	32	49	nA	Sonntag
3	1955	10	23	12	14	23	24	34	36	nA	Sonntag
4	1955	10	30	4	13	23	30	36	44	nA	Sonntag
5	1955	11	06	5	6	31	39	44	49	nA	Sonntag
6	1955	11	13	6	18	22	29	37	44	nA	Sonntag
7	1955	11	20	4	8	12	16	27	44	nA	Sonntag
8	1955	11	27	9	24	26	37	44	46	nA	Sonntag
9	1955	12	04	5	20	21	26	31	47	nA	Sonntag
10	1955	12	11	8	10	22	26	31	37	nA	Sonntag
11	1955	12	18	8	14	26	36	39	42	nA	Sonntag
12	1955	12	25	5	9	34	38	39	42	nA	Sonntag
1	1956	01	01	4	22	27	36	38	46	nA	Sonntag
2	1956	01	08	6	21	22	37	41	42	nA	Sonntag
3	1956	01	15	1	9	16	19	29	49	nA	Sonntag
4	1956	01	22	12	17	23	27	35	40	nA	Sonntag
5	1956	01	29	5	6	18	22	38	43	nA	Sonntag
6	1956	02	05	12	26	35	36	42	43	nA	Sonntag
7	1956	02	12	1	14	23	27	30	33	nA	Sonntag
8	1956	02	19	8	20	26	35	38	42	nA	Sonntag
9	1956	02	26	1	30	32	42	45	48	nA	Sonntag
10	1956	03	04	4	6	17	19	41	47	nA	Sonntag
11	1956	03	11	6	9	20	22	26	28	nA	Sonntag
12	1956	03	18	3	10	24	26	38	49	nA	Sonntag
13	1956	03	25	3	16	18	19	37	42	nA	Sonntag
14	1956	04	02	7	10	22	25	32	43	nA	Montag
15	1956	04	08	2	19	25	30	32	39	nA	Sonntag
16	1956	04	15	1	12	14	31	32	46	nA	Sonntag
17	1956	04	22	10	19	21	24	33	35	nA	Sonntag
18	1956	04	29	4	18	34	36	40	47	nA	Sonntag
19	1956	05	06	1	3	39	41	45	49	nA	Sonntag
20	1956	05	13	4	31	32	34	39	43	nA	Sonntag
21	1956	05	21	6	12	22	31	37	42	nA	Montag
22	1956	05	27	5	33	35	36	38	43	nA	Sonntag
23	1956	06	03	11	17	33	34	35	36	nA	Sonntag
24	1956	06	10	10	14	16	23	40	46	nA	Sonntag
25	1956	06	17	5	19	25	38	41	46	nA	Sonntag
