1, 1962, 01, 07, "01", "11", "20", "33", "35", "37", nA, "011120333537", Sonntag
2, 1962, 01, 14, "09", "12", "19", "22", "26", "27", nA, "091219222627", Sonntag
3, 1962, 01, 21, "03", "05", "33", "37", "45", "47", nA, "030533374547", Sonntag
4, 1962, 01, 28, "05", "20", "37", "41", "48", "49", nA, "052037414849", Sonntag
5, 1962, 02, 04, "07", "17", "25", "26", "33", "44", nA, "071725263344", Sonntag
6, 1962, 02, 11, "09", "18", "23", "27", "29", "40", nA, "091823272940", Sonntag
7, 1962, 02, 18, "14", "28", "31", "33", "39", "42", nA, "142831333942", Sonntag
8, 1962, 02, 25, "09", "11", "29", "32", "36", "38", nA, "091129323638", Sonntag
9, 1962, 03, 04, "02", "17", "19", "25", "45", "48", nA, "021719254548", Sonntag
10, 1962, 03, 11, "04", "19", "21", "33", "43", "45", nA, "041921334345", Sonntag
11, 1962, 03, 18, "01", "12", "14", "16", "21", "22", nA, "011214162122", Sonntag
12, 1962, 03, 25, "24", "25", "27", "38", "44", "45", nA, "242527384445", Sonntag
13, 1962, 04, 01, "10", "12", "26", "28", "32", "35", nA, "101226283235", Sonntag
14, 1962, 04, 08, "04", "09", "10", "25", "27", "32", nA, "040910252732", Sonntag
15, 1962, 04, 15, "04", "24", "37", "39", "44", "46", nA, "042437394446", Sonntag
16, 1962, 04, 23, "07", "29", "35", "36", "39", "42", nA, "072935363942", Montag
17, 1962, 04, 29, "21", "27", "34", "45", "48", "49", nA, "212734454849", Sonntag
18, 1962, 05, 06, "12", "13", "17", "28", "44", "47", nA, "121317284447", Sonntag
19, 1962, 05, 13, "03", "04", "10", "34", "40", "47", nA, "030410344047", Sonntag
20, 1962, 05, 20, "01", "19", "26", "27", "32", "48", nA, "011926273248", Sonntag
21, 1962, 05, 27, "02", "03", "11", "25", "27", "35", nA, "020311252735", Sonntag
22, 1962, 06, 03, "15", "19", "22", "25", "31", "33", nA, "151922253133", Sonntag
23, 1962, 06, 11, "13", "19", "23", "29", "36", "38", nA, "131923293638", Montag
24, 1962, 06, 17, "02", "13", "23", "25", "27", "34", nA, "021323252734", Sonntag
25, 1962, 06, 24, "06", "10", "15", "18", "30", "48", nA, "061015183048", Sonntag
26, 1962, 07, 01, "10", "14", "17", "32", "33", "36", nA, "101417323336", Sonntag
27, 1962, 07, 08, "10", "13", "15", "16", "24", "46", nA, "101315162446", Sonntag
28, 1962, 07, 15, "09", "13", "28", "35", "46", "47", nA, "091328354647", Sonntag
29, 1962, 07, 22, "02", "06", "11", "12", "38", "40", nA, "020611123840", Sonntag
30, 1962, 07, 29, "01", "04", "14", "26", "44", "48", nA, "010414264448", Sonntag
31, 1962, 08, 05, "06", "33", "35", "39", "45", "47", nA, "063335394547", Sonntag
32, 1962, 08, 12, "03", "08", "17", "19", "43", "48", nA, "030817194348", Sonntag
33, 1962, 08, 19, "10", "11", "23", "30", "41", "44", nA, "101123304144", Sonntag
34, 1962, 08, 26, "06", "18", "26", "32", "35", "48", nA, "061826323548", Sonntag
35, 1962, 09, 02, "07", "08", "12", "23", "39", "44", nA, "070812233944", Sonntag
36, 1962, 09, 09, "08", "09", "14", "28", "37", "47", nA, "080914283747", Sonntag
37, 1962, 09, 16, "05", "15", "21", "22", "36", "39", nA, "051521223639", Sonntag
38, 1962, 09, 23, "14", "22", "34", "38", "40", "48", nA, "142234384048", Sonntag
39, 1962, 09, 30, "06", "07", "13", "16", "36", "48", nA, "060713163648", Sonntag
40, 1962, 10, 07, "02", "25", "30", "32", "38", "49", nA, "022530323849", Sonntag
41, 1962, 10, 14, "06", "07", "09", "15", "20", "25", nA, "060709152025", Sonntag
42, 1962, 10, 21, "01", "02", "11", "27", "41", "46", nA, "010211274146", Sonntag
43, 1962, 10, 28, "10", "16", "24", "25", "47", "49", nA, "101624254749", Sonntag
44, 1962, 11, 04, "14", "18", "19", "26", "31", "41", nA, "141819263141", Sonntag
45, 1962, 11, 11, "06", "09", "10", "22", "41", "46", nA, "060910224146", Sonntag
46, 1962, 11, 18, "01", "04", "11", "19", "35", "43", nA, "010411193543", Sonntag
47, 1962, 11, 25, "18", "22", "28", "44", "48", "49", nA, "182228444849", Sonntag
48, 1962, 12, 02, "15", "16", "17", "29", "32", "42", nA, "151617293242", Sonntag
49, 1962, 12, 09, "03", "21", "37", "42", "46", "47", nA, "032137424647", Sonntag
50, 1962, 12, 16, "06", "07", "15", "33", "42", "47", nA, "060715334247", Sonntag
51, 1962, 12, 23, "20", "27", "32", "37", "43", "48", nA, "202732374348", Sonntag
52, 1962, 12, 30, "01", "15", "21", "23", "24", "37", nA, "011521232437", Sonntag
1, 1963, 01, 06, "04", "06", "16", "20", "23", "30", nA, "040616202330", Sonntag
2, 1963, 01, 13, "01", "14", "25", "26", "38", "41", nA, "011425263841", Sonntag
3, 1963, 01, 20, "04", "13", "19", "33", "43", "46", nA, "041319334346", Sonntag
4, 1963, 01, 27, "11", "14", "30", "37", "46", "48", nA, "111430374648", Sonntag
5, 1963, 02, 03, "15", "16", "18", "27", "31", "36", nA, "151618273136", Sonntag
6, 1963, 02, 10, "10", "11", "13", "25", "26", "30", nA, "101113252630", Sonntag
7, 1963, 02, 17, "09", "35", "42", "43", "44", "46", nA, "093542434446", Sonntag
8, 1963, 02, 24, "11", "13", "15", "17", "41", "45", nA, "111315174145", Sonntag
